# Plasma Frequency Calculation Results
# Frequency (rad/s)	Spectrometer Response
4810810810810.810546875000000	0.472497086751969
4837837837837.837890625000000	0.474136143814790
4864864864864.865234375000000	0.475777072788266
4891891891891.891601562500000	0.477419853797987
4918918918918.918945312500000	0.479064466856227
4945945945945.946289062500000	0.480710891862191
4972972972972.972656250000000	0.482359108602277
5000000000000.000000000000000	0.484009096750330
5027027027027.027343750000000	0.485660835867915
5054054054054.053710937500000	0.487314305404586
5081081081081.081054687500000	0.488969484698167
5108108108108.108398437500000	0.490626352975030
5135135135135.134765625000000	0.492284889350391
5162162162162.162109375000000	0.493945072828595
5189189189189.189453125000000	0.495606882303426
5216216216216.216796875000000	0.497270296558403
5243243243243.243164062500000	0.498935294267095
5270270270270.270507812500000	0.500601853993436
5297297297297.296875000000000	0.502269954192046
5324324324324.324218750000000	0.503939573208560
5351351351351.351562500000000	0.505610689279957
5378378378378.378906250000000	0.507283280534898
5405405405405.405273437500000	0.508957324994075
5432432432432.432617187500000	0.510632800570550
5459459459459.458984375000000	0.512309685070118
5486486486486.486328125000000	0.513987956191662
5513513513513.513671875000000	0.515667591527521
5540540540540.541015625000000	0.517348568563856
5567567567567.567382812500000	0.519030864681030
5594594594594.594726562500000	0.520714457153991
5621621621621.621093750000000	0.522399323152655
5648648648648.648437500000000	0.524085439742298
5675675675675.675781250000000	0.525772783883960
5702702702702.703125000000000	0.527461332434843
5729729729729.729492187500000	0.529151062148721
5756756756756.756835937500000	0.530841949676355
5783783783783.783203125000000	0.532533971565915
5810810810810.810546875000000	0.534227104263399
5837837837837.837890625000000	0.535921324113073
5864864864864.865234375000000	0.537616607357899
5891891891891.892578125000000	0.539312930139980
5918918918918.918945312500000	0.541010268501007
5945945945945.945312500000000	0.542708598382714
5972972972972.972656250000000	0.544407895627331
6000000000000.000000000000000	0.546108135978051
6027027027027.027343750000000	0.547809295079498
6054054054054.054687500000000	0.549511348478200
6081081081081.081054687500000	0.551214271623073
6108108108108.107421875000000	0.552918039865900
6135135135135.134765625000000	0.554622628461827
6162162162162.162109375000000	0.556328012569855
6189189189189.189453125000000	0.558034167253343
6216216216216.216796875000000	0.559741067480517
6243243243243.243164062500000	0.561448688124976
6270270270270.270507812500000	0.563157003966216
6297297297297.296875000000000	0.564865989690149
6324324324324.324218750000000	0.566575619889632
6351351351351.351562500000000	0.568285869065002
6378378378378.378906250000000	0.569996711624611
6405405405405.405273437500000	0.571708121885375
6432432432432.432617187500000	0.573420074073320
6459459459459.458984375000000	0.575132542324137
6486486486486.486328125000000	0.576845500683746
6513513513513.513671875000000	0.578558923108854
6540540540540.541015625000000	0.580272783467533
6567567567567.567382812500000	0.581987055539792
6594594594594.594726562500000	0.583701713018158
6621621621621.621093750000000	0.585416729508264
6648648648648.648437500000000	0.587132078529439
6675675675675.675781250000000	0.588847733515305
6702702702702.703125000000000	0.590563667814381
6729729729729.729492187500000	0.592279854690686
6756756756756.756835937500000	0.593996267324356
6783783783783.783203125000000	0.595712878812259
6810810810810.810546875000000	0.597429662168616
6837837837837.837890625000000	0.599146590325632
6864864864864.865234375000000	0.600863636134126
6891891891891.892578125000000	0.602580772364171
6918918918918.918945312500000	0.604297971705735
6945945945945.945312500000000	0.606015206769332
6972972972972.972656250000000	0.607732450086670
7000000000000.000000000000000	0.609449674111315
7027027027027.027343750000000	0.611166851219350
7054054054054.054687500000000	0.612883953710042
7081081081081.081054687500000	0.614600953806522
7108108108108.107421875000000	0.616317823656454
7135135135135.134765625000000	0.618034535332723
7162162162162.162109375000000	0.619751060834124
7189189189189.189453125000000	0.621467372086050
7216216216216.216796875000000	0.623183440941193
7243243243243.243164062500000	0.624899239180246
7270270270270.270507812500000	0.626614738512610
7297297297297.296875000000000	0.628329910577105
7324324324324.324218750000000	0.630044726942687
7351351351351.351562500000000	0.631759159109174
7378378378378.378906250000000	0.633473178507964
7405405405405.405273437500000	0.635186756502775
7432432432432.432617187500000	0.636899864390374
7459459459459.458984375000000	0.638612473401321
7486486486486.486328125000000	0.640324554700714
7513513513513.513671875000000	0.642036079388936
7540540540540.541015625000000	0.643747018502414
7567567567567.567382812500000	0.645457343014374
7594594594594.594726562500000	0.647167023835607
7621621621621.622070312500000	0.648876031815233
7648648648648.648437500000000	0.650584337741481
7675675675675.675781250000000	0.652291912342458
7702702702702.703125000000000	0.653998726286937
7729729729729.729492187500000	0.655704750185138
7756756756756.756835937500000	0.657409954589522
7783783783783.784179687500000	0.659114309995584
7810810810810.810546875000000	0.660817786842651
7837837837837.837890625000000	0.662520355514689
7864864864864.865234375000000	0.664221986341108
7891891891891.891601562500000	0.665922649597574
7918918918918.918945312500000	0.667622315506826
7945945945945.946289062500000	0.669320954239497
7972972972972.972656250000000	0.671018535914937
8000000000000.000000000000000	0.672715030602045
8027027027027.027343750000000	0.674410408320097
8054054054054.053710937500000	0.676104639039589
8081081081081.081054687500000	0.677797692683073
8108108108108.108398437500000	0.679489539126003
8135135135135.134765625000000	0.681180148197590
8162162162162.162109375000000	0.682869489681645
8189189189189.189453125000000	0.684557533317447
8216216216216.215820312500000	0.686244248800594
8243243243243.243164062500000	0.687929605783875
8270270270270.270507812500000	0.689613573878137
8297297297297.296875000000000	0.691296122653156
8324324324324.324218750000000	0.692977221638513
8351351351351.351562500000000	0.694656840324479
8378378378378.377929687500000	0.696334948162892
8405405405405.405273437500000	0.698011514568050
8432432432432.432617187500000	0.699686508917597
8459459459459.458984375000000	0.701359900553425
8486486486486.486328125000000	0.703031658782566
8513513513513.513671875000000	0.704701752878096
8540540540540.541015625000000	0.706370152080040
8567567567567.567382812500000	0.708036825596285
8594594594594.594726562500000	0.709701742603484
8621621621621.622070312500000	0.711364872247982
8648648648648.648437500000000	0.713026183646725
8675675675675.675781250000000	0.714685645888191
8702702702702.703125000000000	0.716343228033311
8729729729729.729492187500000	0.717998899116400
8756756756756.756835937500000	0.719652628146087
8783783783783.784179687500000	0.721304384106254
8810810810810.810546875000000	0.722954135956972
8837837837837.837890625000000	0.724601852635443
8864864864864.865234375000000	0.726247503056946
8891891891891.890625000000000	0.727891056115784
8918918918918.917968750000000	0.729532480686236
8945945945945.945312500000000	0.731171745623509
8972972972972.972656250000000	0.732808819764694
9000000000000.000000000000000	0.734443671929731
9027027027027.027343750000000	0.736076270922365
9054054054054.054687500000000	0.737706585531115
9081081081081.082031250000000	0.739334584530240
9108108108108.109375000000000	0.740960236680713
9135135135135.134765625000000	0.742583510731189
9162162162162.162109375000000	0.744204375418987
9189189189189.189453125000000	0.745822799471066
9216216216216.214843750000000	0.747438751605003
9243243243243.242187500000000	0.749052200529983
9270270270270.269531250000000	0.750663114947781
9297297297297.296875000000000	0.752271463553753
9324324324324.324218750000000	0.753877215037822
9351351351351.351562500000000	0.755480338085480
9378378378378.378906250000000	0.757080801378774
9405405405405.406250000000000	0.758678573597313
9432432432432.433593750000000	0.760273623419261
9459459459459.458984375000000	0.761865919522343
9486486486486.486328125000000	0.763455430584849
9513513513513.513671875000000	0.765042125286639
9540540540540.541015625000000	0.766625972310155
9567567567567.566406250000000	0.768206940341426
9594594594594.593750000000000	0.769784998071086
9621621621621.621093750000000	0.771360114195386
9648648648648.648437500000000	0.772932257417210
9675675675675.675781250000000	0.774501396447093
9702702702702.703125000000000	0.776067500004244
9729729729729.730468750000000	0.777630536817562
9756756756756.757812500000000	0.779190475626665
9783783783783.785156250000000	0.780747285182910
9810810810810.810546875000000	0.782300934250423
9837837837837.837890625000000	0.783851391607126
9864864864864.865234375000000	0.785398626045766
9891891891891.890625000000000	0.786942606374946
9918918918918.917968750000000	0.788483301420160
9945945945945.945312500000000	0.790020680024822
9972972972972.972656250000000	0.791554711051305
10000000000000.000000000000000	0.793085363381975
10027027027027.027343750000000	0.794612605920230
10054054054054.054687500000000	0.796136407591540
10081081081081.082031250000000	0.797656737344481
10108108108108.109375000000000	0.799173564151785
10135135135135.134765625000000	0.800686857011372
10162162162162.162109375000000	0.802196584947402
10189189189189.189453125000000	0.803702717011311
10216216216216.214843750000000	0.805205222282862
10243243243243.242187500000000	0.806704069871187
10270270270270.269531250000000	0.808199228915834
10297297297297.296875000000000	0.809690668587814
10324324324324.324218750000000	0.811178358090649
10351351351351.351562500000000	0.812662266661422
10378378378378.378906250000000	0.814142363571820
10405405405405.406250000000000	0.815618618129193
10432432432432.433593750000000	0.817090999677595
10459459459459.458984375000000	0.818559477598840
10486486486486.486328125000000	0.820024021313549
10513513513513.513671875000000	0.821484600282205
10540540540540.541015625000000	0.822941184006202
10567567567567.566406250000000	0.824393742028895
10594594594594.593750000000000	0.825842243936658
10621621621621.621093750000000	0.827286659359927
10648648648648.648437500000000	0.828726957974260
10675675675675.675781250000000	0.830163109501385
10702702702702.703125000000000	0.831595083710254
10729729729729.730468750000000	0.833022850418093
10756756756756.757812500000000	0.834446379491456
10783783783783.785156250000000	0.835865640847273
10810810810810.810546875000000	0.837280604453907
10837837837837.837890625000000	0.838691240332202
10864864864864.865234375000000	0.840097518556533
10891891891891.890625000000000	0.841499409255859
10918918918918.917968750000000	0.842896882614771
10945945945945.945312500000000	0.844289908874543
10972972972972.972656250000000	0.845678458334180
11000000000000.000000000000000	0.847062501351469
11027027027027.027343750000000	0.848442008344023
11054054054054.054687500000000	0.849816949790330
11081081081081.082031250000000	0.851187296230803
11108108108108.109375000000000	0.852553018268819
11135135135135.134765625000000	0.853914086571769
11162162162162.162109375000000	0.855270471872100
11189189189189.189453125000000	0.856622144968358
11216216216216.214843750000000	0.857969076726232
11243243243243.242187500000000	0.859311238079590
11270270270270.269531250000000	0.860648600031526
11297297297297.296875000000000	0.861981133655393
11324324324324.324218750000000	0.863308810095844
11351351351351.351562500000000	0.864631600569866
11378378378378.378906250000000	0.865949476367815
11405405405405.406250000000000	0.867262408854454
11432432432432.433593750000000	0.868570369469978
11459459459459.458984375000000	0.869873329731051
11486486486486.486328125000000	0.871171261231834
11513513513513.513671875000000	0.872464135645010
11540540540540.541015625000000	0.873751924722811
11567567567567.566406250000000	0.875034600298046
11594594594594.593750000000000	0.876312134285120
11621621621621.621093750000000	0.877584498681056
11648648648648.648437500000000	0.878851665566513
11675675675675.675781250000000	0.880113607106807
11702702702702.703125000000000	0.881370295552922
11729729729729.730468750000000	0.882621703242527
11756756756756.757812500000000	0.883867802600984
11783783783783.785156250000000	0.885108566142359
11810810810810.810546875000000	0.886343966470431
11837837837837.837890625000000	0.887573976279694
11864864864864.865234375000000	0.888798568356360
11891891891891.892578125000000	0.890017715579362
11918918918918.917968750000000	0.891231390921348
11945945945945.945312500000000	0.892439567449683
11972972972972.972656250000000	0.893642218327434
12000000000000.000000000000000	0.894839316814370
12027027027027.027343750000000	0.896030836267941
12054054054054.054687500000000	0.897216750144273
12081081081081.082031250000000	0.898397031999142
12108108108108.107421875000000	0.899571655488961
12135135135135.134765625000000	0.900740594371755
12162162162162.162109375000000	0.901903822508138
12189189189189.189453125000000	0.903061313862279
12216216216216.216796875000000	0.904213042502879
12243243243243.244140625000000	0.905358982604132
12270270270270.269531250000000	0.906499108446688
12297297297297.296875000000000	0.907633394418618
12324324324324.324218750000000	0.908761815016364
12351351351351.351562500000000	0.909884344845700
12378378378378.378906250000000	0.911000958622677
12405405405405.406250000000000	0.912111631174572
12432432432432.431640625000000	0.913216337440835
12459459459459.458984375000000	0.914315052474025
12486486486486.486328125000000	0.915407751440752
12513513513513.513671875000000	0.916494409622608
12540540540540.541015625000000	0.917575002417098
12567567567567.568359375000000	0.918649505338568
12594594594594.593750000000000	0.919717894019126
12621621621621.621093750000000	0.920780144209564
12648648648648.648437500000000	0.921836231780275
12675675675675.675781250000000	0.922886132722162
12702702702702.703125000000000	0.923929823147546
12729729729729.730468750000000	0.924967279291077
12756756756756.755859375000000	0.925998477510626
12783783783783.783203125000000	0.927023394288190
12810810810810.810546875000000	0.928042006230779
12837837837837.837890625000000	0.929054290071308
12864864864864.865234375000000	0.930060222669479
12891891891891.892578125000000	0.931059781012666
12918918918918.917968750000000	0.932052942216787
12945945945945.945312500000000	0.933039683527180
12972972972972.972656250000000	0.934019982319468
13000000000000.000000000000000	0.934993816100424
13027027027027.027343750000000	0.935961162508830
13054054054054.054687500000000	0.936921999316336
13081081081081.082031250000000	0.937876304428302
13108108108108.107421875000000	0.938824055884652
13135135135135.134765625000000	0.939765231860712
13162162162162.162109375000000	0.940699810668049
13189189189189.189453125000000	0.941627770755298
13216216216216.216796875000000	0.942549090708998
13243243243243.244140625000000	0.943463749254408
13270270270270.269531250000000	0.944371725256329
13297297297297.296875000000000	0.945272997719915
13324324324324.324218750000000	0.946167545791484
13351351351351.351562500000000	0.947055348759320
13378378378378.378906250000000	0.947936386054472
13405405405405.406250000000000	0.948810637251548
13432432432432.431640625000000	0.949678082069505
13459459459459.458984375000000	0.950538700372430
13486486486486.486328125000000	0.951392472170320
13513513513513.513671875000000	0.952239377619857
13540540540540.541015625000000	0.953079397025174
13567567567567.568359375000000	0.953912510838620
13594594594594.593750000000000	0.954738699661514
13621621621621.621093750000000	0.955557944244904
13648648648648.648437500000000	0.956370225490308
13675675675675.675781250000000	0.957175524450458
13702702702702.703125000000000	0.957973822330037
13729729729729.730468750000000	0.958765100486411
13756756756756.755859375000000	0.959549340430350
13783783783783.783203125000000	0.960326523826752
13810810810810.810546875000000	0.961096632495354
13837837837837.837890625000000	0.961859648411445
13864864864864.865234375000000	0.962615553706565
13891891891891.892578125000000	0.963364330669201
13918918918918.917968750000000	0.964105961745484
13945945945945.945312500000000	0.964840429539870
13972972972972.972656250000000	0.965567716815822
14000000000000.000000000000000	0.966287806496483
14027027027027.027343750000000	0.967000681665345
14054054054054.054687500000000	0.967706325566909
14081081081081.082031250000000	0.968404721607345
14108108108108.107421875000000	0.969095853355140
14135135135135.134765625000000	0.969779704541741
14162162162162.162109375000000	0.970456259062196
14189189189189.189453125000000	0.971125500975783
14216216216216.216796875000000	0.971787414506639
14243243243243.244140625000000	0.972441984044376
14270270270270.269531250000000	0.973089194144698
14297297297297.296875000000000	0.973729029530007
14324324324324.324218750000000	0.974361475090003
14351351351351.351562500000000	0.974986515882281
14378378378378.378906250000000	0.975604137132915
14405405405405.406250000000000	0.976214324237044
14432432432432.431640625000000	0.976817062759448
14459459459459.458984375000000	0.977412338435112
14486486486486.486328125000000	0.978000137169795
14513513513513.513671875000000	0.978580445040581
14540540540540.541015625000000	0.979153248296432
14567567567567.568359375000000	0.979718533358728
14594594594594.593750000000000	0.980276286821806
14621621621621.621093750000000	0.980826495453490
14648648648648.648437500000000	0.981369146195612
14675675675675.675781250000000	0.981904226164530
14702702702702.703125000000000	0.982431722651636
14729729729729.730468750000000	0.982951623123862
14756756756756.755859375000000	0.983463915224175
14783783783783.783203125000000	0.983968586772063
14810810810810.810546875000000	0.984465625764025
14837837837837.837890625000000	0.984955020374039
14864864864864.865234375000000	0.985436758954037
14891891891891.892578125000000	0.985910830034364
14918918918918.917968750000000	0.986377222324232
14945945945945.945312500000000	0.986835924712171
14972972972972.972656250000000	0.987286926266471
15000000000000.000000000000000	0.987730216235611
15027027027027.027343750000000	0.988165784048690
15054054054054.054687500000000	0.988593619315849
15081081081081.082031250000000	0.989013711828679
15108108108108.107421875000000	0.989426051560629
15135135135135.134765625000000	0.989830628667409
15162162162162.162109375000000	0.990227433487374
15189189189189.189453125000000	0.990616456541914
15216216216216.216796875000000	0.990997688535831
15243243243243.244140625000000	0.991371120357706
15270270270270.269531250000000	0.991736743080267
15297297297297.296875000000000	0.992094547960738
15324324324324.324218750000000	0.992444526441194
15351351351351.351562500000000	0.992786670148899
15378378378378.378906250000000	0.993120970896638
15405405405405.406250000000000	0.993447420683047
15432432432432.431640625000000	0.993766011692932
15459459459459.458984375000000	0.994076736297578
15486486486486.486328125000000	0.994379587055054
15513513513513.513671875000000	0.994674556710515
15540540540540.541015625000000	0.994961638196484
15567567567567.568359375000000	0.995240824633139
15594594594594.593750000000000	0.995512109328588
15621621621621.621093750000000	0.995775485779134
15648648648648.648437500000000	0.996030947669537
15675675675675.675781250000000	0.996278488873263
15702702702702.703125000000000	0.996518103452734
15729729729729.730468750000000	0.996749785659561
15756756756756.755859375000000	0.996973529934777
15783783783783.783203125000000	0.997189330909055
15810810810810.810546875000000	0.997397183402927
15837837837837.837890625000000	0.997597082426992
15864864864864.865234375000000	0.997789023182109
15891891891891.892578125000000	0.997973001059596
15918918918918.917968750000000	0.998149011641412
15945945945945.945312500000000	0.998317050700331
15972972972972.972656250000000	0.998477114200117
16000000000000.000000000000000	0.998629198295680
16027027027027.027343750000000	0.998773299333234
16054054054054.054687500000000	0.998909413850440
16081081081081.082031250000000	0.999037538576548
16108108108108.107421875000000	0.999157670432524
16135135135135.134765625000000	0.999269806531178
16162162162162.162109375000000	0.999373944177275
16189189189189.189453125000000	0.999470080867647
16216216216216.216796875000000	0.999558214291291
16243243243243.244140625000000	0.999638342329462
16270270270270.269531250000000	0.999710463055756
16297297297297.296875000000000	0.999774574736193
16324324324324.324218750000000	0.999830675829279
16351351351351.351562500000000	0.999878764986074
16378378378378.378906250000000	0.999918841050241
16405405405405.406250000000000	0.999950903058098
16432432432432.431640625000000	0.999974950238650
16459459459459.458984375000000	0.999990982013626
16486486486486.486328125000000	0.999998997997498
16513513513513.513671875000000	0.999998997997498
16540540540540.541015625000000	0.999990982013626
16567567567567.568359375000000	0.999974950238650
16594594594594.593750000000000	0.999950903058098
16621621621621.621093750000000	0.999918841050241
16648648648648.648437500000000	0.999878764986074
16675675675675.675781250000000	0.999830675829279
16702702702702.703125000000000	0.999774574736193
16729729729729.730468750000000	0.999710463055756
16756756756756.755859375000000	0.999638342329462
16783783783783.783203125000000	0.999558214291291
16810810810810.810546875000000	0.999470080867647
16837837837837.837890625000000	0.999373944177275
16864864864864.865234375000000	0.999269806531178
16891891891891.892578125000000	0.999157670432524
16918918918918.917968750000000	0.999037538576548
16945945945945.945312500000000	0.998909413850440
16972972972972.972656250000000	0.998773299333234
17000000000000.000000000000000	0.998629198295680
17027027027027.027343750000000	0.998477114200117
17054054054054.054687500000000	0.998317050700331
17081081081081.082031250000000	0.998149011641412
17108108108108.107421875000000	0.997973001059596
17135135135135.134765625000000	0.997789023182109
17162162162162.162109375000000	0.997597082426992
17189189189189.189453125000000	0.997397183402927
17216216216216.216796875000000	0.997189330909055
17243243243243.244140625000000	0.996973529934777
17270270270270.269531250000000	0.996749785659561
17297297297297.296875000000000	0.996518103452734
17324324324324.324218750000000	0.996278488873263
17351351351351.351562500000000	0.996030947669537
17378378378378.378906250000000	0.995775485779134
17405405405405.406250000000000	0.995512109328588
17432432432432.431640625000000	0.995240824633139
17459459459459.458984375000000	0.994961638196484
17486486486486.486328125000000	0.994674556710515
17513513513513.513671875000000	0.994379587055054
17540540540540.541015625000000	0.994076736297578
17567567567567.568359375000000	0.993766011692932
17594594594594.593750000000000	0.993447420683047
17621621621621.621093750000000	0.993120970896638
17648648648648.648437500000000	0.992786670148899
17675675675675.675781250000000	0.992444526441194
17702702702702.703125000000000	0.992094547960738
17729729729729.730468750000000	0.991736743080267
17756756756756.757812500000000	0.991371120357706
17783783783783.781250000000000	0.990997688535831
17810810810810.812500000000000	0.990616456541914
17837837837837.835937500000000	0.990227433487374
17864864864864.867187500000000	0.989830628667409
17891891891891.890625000000000	0.989426051560629
17918918918918.917968750000000	0.989013711828679
17945945945945.945312500000000	0.988593619315849
17972972972972.972656250000000	0.988165784048690
18000000000000.000000000000000	0.987730216235611
18027027027027.027343750000000	0.987286926266471
18054054054054.054687500000000	0.986835924712171
18081081081081.082031250000000	0.986377222324232
18108108108108.109375000000000	0.985910830034364
18135135135135.132812500000000	0.985436758954037
18162162162162.164062500000000	0.984955020374039
18189189189189.187500000000000	0.984465625764025
18216216216216.218750000000000	0.983968586772063
18243243243243.242187500000000	0.983463915224175
18270270270270.269531250000000	0.982951623123862
18297297297297.296875000000000	0.982431722651636
18324324324324.324218750000000	0.981904226164530
18351351351351.351562500000000	0.981369146195612
18378378378378.378906250000000	0.980826495453490
18405405405405.406250000000000	0.980276286821806
18432432432432.429687500000000	0.979718533358728
18459459459459.460937500000000	0.979153248296432
18486486486486.484375000000000	0.978580445040581
18513513513513.515625000000000	0.978000137169795
18540540540540.539062500000000	0.977412338435113
18567567567567.570312500000000	0.976817062759448
18594594594594.593750000000000	0.976214324237044
18621621621621.621093750000000	0.975604137132915
18648648648648.648437500000000	0.974986515882281
18675675675675.675781250000000	0.974361475090003
18702702702702.703125000000000	0.973729029530007
18729729729729.730468750000000	0.973089194144698
18756756756756.757812500000000	0.972441984044375
18783783783783.781250000000000	0.971787414506639
18810810810810.812500000000000	0.971125500975783
18837837837837.835937500000000	0.970456259062196
18864864864864.867187500000000	0.969779704541741
18891891891891.890625000000000	0.969095853355140
18918918918918.917968750000000	0.968404721607345
18945945945945.945312500000000	0.967706325566909
18972972972972.972656250000000	0.967000681665345
19000000000000.000000000000000	0.966287806496483
19027027027027.027343750000000	0.965567716815822
19054054054054.054687500000000	0.964840429539870
19081081081081.082031250000000	0.964105961745484
19108108108108.109375000000000	0.963364330669201
19135135135135.132812500000000	0.962615553706565
19162162162162.164062500000000	0.961859648411445
19189189189189.187500000000000	0.961096632495354
19216216216216.218750000000000	0.960326523826752
19243243243243.242187500000000	0.959549340430350
19270270270270.269531250000000	0.958765100486411
19297297297297.296875000000000	0.957973822330037
19324324324324.324218750000000	0.957175524450458
19351351351351.351562500000000	0.956370225490308
19378378378378.378906250000000	0.955557944244904
19405405405405.406250000000000	0.954738699661514
19432432432432.429687500000000	0.953912510838620
19459459459459.460937500000000	0.953079397025174
19486486486486.484375000000000	0.952239377619857
19513513513513.515625000000000	0.951392472170320
19540540540540.539062500000000	0.950538700372430
19567567567567.570312500000000	0.949678082069505
19594594594594.593750000000000	0.948810637251548
19621621621621.621093750000000	0.947936386054472
19648648648648.648437500000000	0.947055348759320
19675675675675.675781250000000	0.946167545791484
19702702702702.703125000000000	0.945272997719915
19729729729729.730468750000000	0.944371725256329
19756756756756.757812500000000	0.943463749254408
19783783783783.781250000000000	0.942549090708998
19810810810810.812500000000000	0.941627770755298
19837837837837.835937500000000	0.940699810668049
19864864864864.867187500000000	0.939765231860712
19891891891891.890625000000000	0.938824055884652
19918918918918.917968750000000	0.937876304428302
19945945945945.945312500000000	0.936921999316336
19972972972972.972656250000000	0.935961162508830
20000000000000.000000000000000	0.934993816100424
20027027027027.027343750000000	0.934019982319468
20054054054054.054687500000000	0.933039683527180
20081081081081.082031250000000	0.932052942216787
20108108108108.109375000000000	0.931059781012666
20135135135135.132812500000000	0.930060222669479
20162162162162.164062500000000	0.929054290071308
20189189189189.187500000000000	0.928042006230780
20216216216216.218750000000000	0.927023394288190
20243243243243.242187500000000	0.925998477510627
20270270270270.269531250000000	0.924967279291077
20297297297297.296875000000000	0.923929823147546
20324324324324.324218750000000	0.922886132722162
20351351351351.351562500000000	0.921836231780275
20378378378378.378906250000000	0.920780144209564
20405405405405.406250000000000	0.919717894019126
20432432432432.429687500000000	0.918649505338568
20459459459459.460937500000000	0.917575002417098
20486486486486.484375000000000	0.916494409622608
20513513513513.515625000000000	0.915407751440752
20540540540540.539062500000000	0.914315052474025
20567567567567.570312500000000	0.913216337440835
20594594594594.593750000000000	0.912111631174572
20621621621621.621093750000000	0.911000958622677
20648648648648.648437500000000	0.909884344845700
20675675675675.675781250000000	0.908761815016364
20702702702702.703125000000000	0.907633394418618
20729729729729.730468750000000	0.906499108446688
20756756756756.757812500000000	0.905358982604131
20783783783783.785156250000000	0.904213042502879
20810810810810.812500000000000	0.903061313862279
20837837837837.835937500000000	0.901903822508138
20864864864864.863281250000000	0.900740594371756
20891891891891.890625000000000	0.899571655488961
20918918918918.917968750000000	0.898397031999142
20945945945945.945312500000000	0.897216750144273
20972972972972.972656250000000	0.896030836267941
21000000000000.000000000000000	0.894839316814370
21027027027027.027343750000000	0.893642218327434
21054054054054.054687500000000	0.892439567449683
21081081081081.082031250000000	0.891231390921348
21108108108108.109375000000000	0.890017715579362
21135135135135.136718750000000	0.888798568356360
21162162162162.164062500000000	0.887573976279694
21189189189189.187500000000000	0.886343966470431
21216216216216.214843750000000	0.885108566142359
21243243243243.242187500000000	0.883867802600984
21270270270270.269531250000000	0.882621703242527
21297297297297.296875000000000	0.881370295552922
21324324324324.324218750000000	0.880113607106807
21351351351351.351562500000000	0.878851665566513
21378378378378.378906250000000	0.877584498681056
21405405405405.406250000000000	0.876312134285120
21432432432432.433593750000000	0.875034600298046
21459459459459.460937500000000	0.873751924722811
21486486486486.488281250000000	0.872464135645010
21513513513513.511718750000000	0.871171261231834
21540540540540.539062500000000	0.869873329731052
21567567567567.566406250000000	0.868570369469978
21594594594594.593750000000000	0.867262408854454
21621621621621.621093750000000	0.865949476367815
21648648648648.648437500000000	0.864631600569866
21675675675675.675781250000000	0.863308810095844
21702702702702.703125000000000	0.861981133655393
21729729729729.730468750000000	0.860648600031526
21756756756756.757812500000000	0.859311238079590
21783783783783.785156250000000	0.857969076726232
